filename,date,PERSON,GPE,ORGANIZATION,MONEY,TIME
1101243184169,2004-03-15,"['ALFONSO ALVAREZ', 'Alfonso Alvarez Jr.', 'Alfonso Alvarez, Sr.', 'Alfonso Alvarez, Sr., 80', 'Alfonso Jr.', 'Connie Flores', 'David', 'Denver', 'Ruben Hernandez', 'SR.', 'Soledad', 'Soledad Alvarez']","['Alderwood', 'Blackwell', 'Chicago', 'Colo.', 'Grandview', 'Ind.', 'Lincoln', 'Lower Valley', 'Mabton', 'Neb.', 'Okla.']","['Grandview Health Care Center', 'Hawk Press Inc.', 'Inland Steel Mill Corp.']",[],"['1 p.m.', '7 p.m.']"
1101163519307,2002-03-16,"['Edalina Diaz', 'Jamie Smart', 'Marchello', 'Washington Assessment']","['Alderwood', 'Lower Valley']","['Consumer Credit Counseling Services', 'Harrison Middle School', 'Migrant Student Data and Recruitment Office', 'Northwest Community Action Center', 'School District Home Liaison Nathan Marchello', 'Students Learning', 'Washington State Migrant Council', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163519775,2002-03-16,"['Bob Story', 'Jessica Schutt', 'Jon Newlee', 'Tacoma Titans', 'Xavier']","['Alderwood', 'Asheville', 'IDAHO', 'Idaho State', 'Iowa State', 'Miami', 'Montana State', 'Ohio', 'POCATELLO', 'St. Martin', 'State', 'Tacoma']","['Bengals', 'College', 'Grizzlies', 'High School', 'Idaho State University', 'Iowa State University', 'MVP', 'NCAA Division', 'NIT', 'National Invitation Tournament', 'Tacoma Community College', 'The Bengals', 'USC', 'University of North Carolina', 'University of Oregon', 'Webmaster Copyright Hawk Press Inc.']","['20-5 mark', '2002-03 mark']",[]
1101163519541,2004-03-16,"['Gary Babcock', 'Jamie Smart', 'Kylee Sonnabend-Liberty']","['Ocean Shores', 'WALA']","['Heritage College', 'MAP', 'PRIDE High School', 'Washington Association for Learning Alternatives', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163504557,2002-03-17,"['Chico Rodriquez', 'Ellie Olmsen', 'Iris Ruiz', 'Michelle Gonzalez', 'Rodriguez', 'Senior Amanda Martinez']",['Alderwood'],"['Alderwood Police', 'Harrison Middle School Student Resource', 'High School', 'Webmaster Copyright Hawk Press Inc.']",[],['morning']
1101163504322,2002-03-17,"['Jane Swindell', 'Maynard', 'Melissa Browning']",['Alderwood'],"['Holy Trinity Episcopal Church', 'Parks and Recreation Department', 'Webmaster Copyright Hawk Press Inc.']","['$ 5', '$ 7.50']","['10 a.m.', 'noon']"
1101163519041,2002-03-17,"['Bob Story', 'Coach Juan Pineda', 'David Ruelas', 'Davis', 'Johnny Hernandez', 'Kyle Van de Graaf', 'Luis Galvan', 'Mario de la Torre', 'Martinez', 'Teammates Miguel Galvan']","['Alderwood', 'Prosser', 'State']","['High School', 'Mid- Valley League', 'Webmaster Copyright Hawk Press Inc.', 'the Pirates']",[],"['4 p.m.', 'last night']"
1101243183231,2003-03-17,"['Daphne Stewart', 'Delbert Pease', 'Greg', 'Greg Schlieve', 'Saddam Hussein']","['Alderwood', 'United States']","['Forum', 'Hawk Press Inc.', 'Veterans Memorial Committee', 'YES']",['$ 300'],[]
1101243183466,2004-03-17,"['Jim Honeyford', 'Locke']","['Alderwood', 'California', 'Goldendale', 'Klickitat County', 'Legislative District', 'Montana', 'Skamania County', 'Stevenson', 'Washington']","['ESB', 'Hawk Press Inc.', 'House', 'SB', 'SSB', 'Senate']","['$ 1 billion', '$ 1,000', '$ 145 million', '$ 202 million', '$ 23.2 billion', 'more than $ 300 million']",['last night']
1101163503854,2002-03-18,"['Jason Moyer', 'Melissa Browning', 'Othello', 'Vianca Herrera']","['Alderwood', 'Grandview', 'Toppenish']","['Alderwood Police', 'Department', 'Educational Service District', 'Kiwanis Club', 'Webmaster Copyright Hawk Press Inc.']",[],['morning']
1101163504088,2002-03-18,"['Bulldog Coach Mark', 'Clarkston', 'Clarkston Coach Brendan Johnson', 'Daily News George', 'John Panni', 'Josh', 'Josh Heytvelt', 'Mark Few', 'Rolin']","['Alderwood', 'Gonzaga', 'Mexico', 'Shadle Park', 'Spokane', 'State']","['Border League', 'Clarkston Fire Department', 'Gonzaga University', 'Greater Spokane League', 'High School', 'Webmaster Copyright Hawk Press Inc.']",['$ 10 million'],[]
1101163503619,2002-03-18,"['Aarika Hernandez', 'Adam Cleghorn', 'Amber Gonzalez', 'Brenda Barrios', 'Classmate Jessica Clements', 'Desiree Winters', 'Elias Wise', 'Halley Rodriguez', 'Jamie Smart', 'Joyce Stark', 'Kacee Jo Bootsma', 'Megan Cornelius', 'Megan Tyler', 'Sigma Xi', 'Stacey Gorski', 'Tristan Abbott']","['Alderwood', 'KENNEWICK', 'Ore.', 'Portland', 'South Central', 'Tri Cities', 'U.S']","['American Association of University Women', 'American Institution of Chemical Engineers', 'American Nuclear Society', 'American Society of Mechanical Engineers', 'Bremerton High School', 'Earning', 'Engineering Association', 'Harrison Middle School', 'High School Science Project', 'Institute of Electrical and Electronic Engineers', 'International Council on System Engineering Outstanding Systems Approach', 'Marine Corps Naval', 'Pacific Northwest Clean Water Association', 'School District', 'Society of Women Engineers', 'St. Mary Medical Center', 'Stockholm Junior Water Prize', 'Structural Engineering Association of Washington', 'U.S. Army', 'USDA Agricultural Research Service', 'Washington Apple Education Foundation', 'Washington State Potato Foundation', 'Webmaster Copyright Hawk Press Inc.', 'Whitman Institute of Neuroscience', 'Yale Science']",[],[]
1101243182966,2004-03-18,"['Arthur', 'Bill Morgan', 'Dianna Burton', 'Don', 'Dorothy', 'Edith', 'Edward', 'Eurilla ( Binkley ) Morgan', 'Gary', 'Geneva Morgan', 'Geneva Turnidge', 'Jim', 'Margaret', 'Margaret Morgan', 'Margaret Richey', 'Shirley', 'Sumner', 'Tish Cooper', 'Tom', 'Valerie Cowles', 'WENDELL HOMER MORGAN', 'Wendell', 'Wendell Homer Morgan, 94', 'William']","['Alderwood', 'Aloha', 'Arizona', 'Grandview', 'Jones Funeral Home', 'Ore.', 'Oregon', 'Pasco', 'Velva Myers', 'Yakima']","['Christian School', 'Clear Lake Camp', 'Grace Brethren Church', 'Hawk Press Inc.', 'Landmark Care Center', 'Volunteer Fire Department']",[],"['11 a.m.', '4 p.m.']"
1101163502400,2002-03-19,"['Jamie Smart', 'Lizzy', 'Sammy', 'mature Veronica']",['Legos'],['Webmaster Copyright Hawk Press Inc.'],[],[]
1101163497416,2002-03-19,"['Ann Bowker', 'Dorothy', 'Elliot Challandes', 'Eric Porter', 'Erich Sauerwein', 'Herb Blisard', 'Holly Lacell', 'Jenni', 'Jenni Rosal', 'Lynn Brant', 'Marita Holdaway', 'Rosals', 'Tim Baker', 'W. Lincoln Ave. Former Alderwoodrs Jim', 'art. Bowker']","['America', 'Anthon Hall', 'Japan', 'Mac', 'Naches', 'New York', 'Prosser', 'SPOKANE', 'South Pacific', 'TOPPENISH', 'Toto', 'YAKIMA', 'Zillah']","['Allied Arts Council of Yakima Valley', 'Benham Gallery', 'Bowker guestof Heritage College', 'Dance', 'Eagles', 'Helen Jewett Student Center', 'Henry Art Gallery', 'Heritage College', 'Lair Student Union Building', 'Larson Gallery', 'Regional High School Art Exhibit', 'Spokane Community College', 'Trisha Brown Dance Company', 'University of Washington', 'Webmaster Copyright Hawk Press Inc.', 'Yakima Allied Arts Center', 'Yakima Allied Arts Council', 'Yakima Valley Community College', 'Z Center Stage Theater Company', 'Zillah High School']","['$ 12', '$ 15', '$ 3,200', '$ 350', '$ 5', '$ 8']","['10 a.m.', '11 a.m.', '5 p.m.', '6 p.m.', '7 p.m.', '8 a.m.', '8 p.m.', '9 a.m.', 'night']"
1101163497666,2002-03-19,"['Jamie Smart', 'Nick', 'handler Joe Glossen']","['Alderwood', 'Yakima Valley']","['Harrison Middle School', 'Webmaster Copyright Hawk Press Inc.', 'Yakima County LEAD Task Force']",[],[]
1101243181966,2003-03-19,"['Angel', 'Bruce Rinz', 'City Councilman Alex de la Cruz', 'Councilman Tom Seeger', 'Jr.', 'Martin', 'Pro- tem George Greenway', 'Rex Luthor']","['Alderwood', 'County', 'Interim City', 'Stanton']","['Alderwood Police', 'City', 'City Council Briefs', 'Council', 'Department', 'FBI', 'Federal Bureau of Investigations', 'Hawk Press Inc.', 'Martin Luther']",[],['night']
1101163497088,2004-03-19,"['James Brown', 'Jamie Smart', 'Kathy Corliss']","['Alderwood', 'Dino Park', 'Granger', 'Lower Valley', 'Prosser', 'Skagit Valley', 'Valley', 'Yakima Valley']","['Chamber of Commerce', 'Toppenish Chamber', 'Toppenish Mural Society', 'Webmaster Copyright Hawk Press Inc.', 'Zillah Chamber of Commerce']",['$ 16 million'],[]
1101163498744,2004-03-19,"['Bergeson', 'Melissa Browning', 'Ruben Carrera', 'Schools Kevin Chase', 'Washington Assessment']","['Alderwood', 'Bellevue', 'Lower Valley', 'Mabton', 'Mercer Island', 'State', 'Valley', 'Washington']","['LAP', 'Learning Assistance Program', 'Office', 'SB', 'School District', 'Student Learning', 'Webmaster Copyright Hawk Press Inc.']",['$ 67 million'],[]
1101243227372,2002-03-02,"['Bruce Rinz', 'Councilman Alex de la Cruz', 'Councilman John Torch', 'Councilman Tom Seeger', 'Councilwoman Jennie Angel', 'John Panni']","['Alderwood', 'Interim City']","['City Council', 'Council', 'Hawk Press Inc.']","['$ 1,000']",['last night']
1101163595229,2002-03-02,"['Joe Hoffman', 'Rod Baker']","['Eastern Washington', 'Lower Valley', 'Prosser', 'Puyallup', 'Terrace Heights', 'Toppenish', 'Washington', 'Wenatchee', 'Yakima']","['WSU', 'Washington State Department of Agriculture', 'Webmaster Copyright Hawk Press Inc.']","['about 1.5 million pounds', 'five pound']",[]
1101163595494,2003-03-02,"['Bruce Rinz', 'Councilman John Torch', 'Councilwoman Jennie Angel', 'Don Outhet', 'John Panni', 'Pro- tem George Greenway', 'Rex Luthor']","['Alderwood', 'Interim City']","['City', 'City Council', 'Council', 'Holding', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163595600,2004-03-02,"['A. VonRyker', 'D. Sanderson', 'John Panni', 'Laurel Sulfate', 'Philip Boynton', 'Rex Luthor']","['Alderwood', 'Brazil', 'Washington']","['Boynton Laboratories', 'Hawk Press Inc.']",[],[]
1101163595729,2004-03-02,"['Barbara Olmsen', 'Debi Klimes', 'Ellie Olmsen', 'Mike Bren']","['Avenue B.', 'Grandview', 'Wine Country Road']","['Grandview City Council', 'Grandview Council', 'Webmaster Copyright Hawk Press Inc.', 'YVCC', 'Yakima Valley Community College']",[],['night']
1101163595994,2004-03-02,"['Bernice', 'Bill', 'Brian', 'Carole', 'Diane Lansford', 'Diane Marshall', 'Eva', 'HERBERT MILTON HAAS HERBERT MILTON HAAS', 'JOHN MARK LANSFORD John Mark Lansford', 'JOHN MARK LANSFORD John Mark Lansford, 47', 'John Douglas O�Bryant', 'John Mark', 'Jon', 'Levi Johnson', 'Marcia Pringle', 'Mary', 'Mary Sawyer', 'Meghan', 'Nicole', 'Pooh', 'William Adams', 'Winnie']","['Alderwood', 'America', 'Bickleton', 'Cleveland', 'Emily', 'Germany', 'Kirkland', 'Lower Valley', 'Mabton', 'Richland', 'Texas', 'WA', 'Waco', 'Wells Funeral Home', 'Yakima']","['Brotherhood', 'Columbia Basin College', 'Masonic Temple', 'Shriner�s Hospital', 'Webmaster Copyright Hawk Press Inc.']",[],"['1 p.m.', '10 a.m.', '6 : 30 p.m.', '8 p.m.']"
1101163482416,2002-03-22,"['Brendan Scott', 'Coach Wally Shearer', 'Cody Heckert', 'Jaime Sambrano', 'Jason Aguirre', 'Jeff Davis', 'Joe Schwartz', 'John Panni', 'Lester Wells', 'Luke Schilperoort', 'Matt Arevalo', 'Michael Graham', 'Mitch Lathen', 'Nick Howat', 'Nick Palomarez', 'Rudy Martinez']","['Alderwood', 'Bickleton', 'Hanford', 'Kittitas', 'Moses Lake', 'Sarmiento', 'Thorp', 'Wapato', 'YAKIMA']","['Eisenhower High School', 'Exchange', 'High School', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163478963,2002-03-23,"['Delfino R. Campos', 'Ellie Olmsen', 'Javier Martinez', 'Lockheed Martin', 'Lorenzo Sabedra Jr.', 'Marcus Rasmusson', 'Martin Cervantes Jr.', 'Tristan Kelley']","['Alderwood', 'California', 'Grandview', 'Mabton', 'Yakima']","['Berg Electric', 'Local Perry Tech', 'Perry Technical Institute', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101243162184,2003-03-23,"['Bob Story', 'City Councilman John Torch', 'John Panni']",['Alderwood'],"['City', 'City Council', 'Council', 'Daily News', 'Hawk Press Inc.']",[],"['night', 'this morning']"
1101243161950,2003-03-23,"['Bob Johnson', 'City Councilman John Torch', 'Councilman Tom Seeger', 'Councilwoman Jennie Angel', 'Daily News Publisher Tim Graff', 'Dave Fonfara', 'John Panni']","['Alderwood', 'City of Alderwood', 'NEVER']","['Chamber of Commerce', 'City', 'City Council', 'Council', 'Daily News', 'Hawk Press Inc.', 'THROUGH SUPERIOR FIRE POWER--I HAVE MY COUNCIL VOTE--I INTEND', 'USE']","['$ 4,300', '$ 6.70']",['night']
1101163477932,2002-03-24,"['Call', 'Call Joyce Wells', 'Carol Cronin', 'Denny Blaine Building', 'Law', 'Linda Johnson', 'Linda Johnson, 837-5636', 'S.']","['Alderwood', 'Eagles Lodge', 'East Edison Avenue', 'East Lincoln Avenue', 'Federal Way', 'Grandview', 'Harrison', 'Lower Valley', 'North Ave. Second', 'North Avenue', 'Prosser', 'S. Euclid', 'Second', 'Sixth', 'South Hill Road', 'Southeast Washington', 'Wa', 'Wine Country Road', 'Yakima Valley']","['AmVets Post', 'Banner Bank of Washington', 'Barn Restaurant', 'Barnard R. Christiansen Post', 'Bridge Club Meets Thursdays', 'Caregiver Support Group', 'City Council', 'Community Health', 'Community Hospital', 'Credit Professionals International', 'Diabetic Support Group', 'Division St.', 'FRIDAYS Adolescent', 'Factory Road', 'Fibromyalgia Support Group', 'Fridays Consumer Credit Counseling', 'Garden Club', 'Harrison Middle School Booster Club', 'House', 'Immanuel Lutheran Church', 'Information Center', 'Justice Center', 'Kiwanis Club', 'Mabton Food Bank', 'Mabton High School', 'Mabton V.F.W', 'Mabton VFW Post', 'Masonic Temple', 'Ministerial Association', 'Restaurant', 'School Board', 'Second Thursdays Grandview VFW Post', 'Senior Citizen Center', 'Seventh-day Adventist Church', 'Snipes Mountain Brewery', 'St. Joseph Grief and Bereavement Committee', 'St. Joseph Parish Center', 'Sunny Spot Restaurant', 'SunnyView VFW Post', 'Third Tuesdays American Veterans Post', 'Thursdays Cribbage Club', 'Touch International', 'Tuesdays Community Service Food Bank', 'Tuesdays Compassionate Connection Support Group', 'Tuesdays KOSMOS', 'United Methodist Church', 'VFW Sunny View Post', 'Webmaster Copyright Hawk Press Inc.', 'Yakima Regional Clean Air Authority', 'fridays Ministerial Food Bank']",[],"['1 : 00 p.m.', '1 : 30 p.m.', '10 : 30 a.m.', '10 a.m.', '11 : 30 a.m.', '2 p.m.', '3 p.m.', '30-11 : 30 a.m.', '6 : 30 a.m.', '6 : 30 p.m.', '6 : 45 a.m.', '6 p.m.', '6-7 : 30 p.m.', '7 : 15 p.m.', '7 : 30 p.m.', '7 a.m.', '7 p.m.', '8 a.m.', '8 p.m.', '9 : 30 a.m.', 'Noon', 'evening', 'noon']"
1101163478463,2002-03-24,"['David Contradt', 'Jamie Smart', 'Norma Acosta', 'Raul Almeida']","['MABTON', 'North Mabton']","['Council', 'Mabton City Council', 'Mabton Police Department', 'Webmaster Copyright Hawk Press Inc.']",[],['night']
1101163478229,2002-03-24,"['Bernice Seward', 'Carol Van Slageren', 'Dennis', 'Linda Hughes', 'Luke Spilles', 'Martha Flores', 'Sara Cromwell', 'Tina Bosma', 'Warren Clark']","['Alderwood', 'Lower Valley', 'Valley']","['Daily News', 'Forum', ""Navarro's Community Center"", 'Prudential Valley Investment Properties', 'Webmaster Copyright Hawk Press Inc.', 'Young Life Committee']",[],[]
1101163478729,2002-03-24,"['Dick', 'Don', 'Jim', 'Jim and Fawn Spady', 'Locke']","['America', 'Olympia', 'Washington', 'north Seattle']","['Association of Washington Business', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101243161481,2003-03-24,"['Bruce Chandler', 'Dan Newhouse', 'Ellie Olmsen', 'Gary Locke', 'Jim Honeyford']","['Alderwood', 'Olympia']","['Daybreak Rotary Club', 'Hawk Press Inc.', 'House', 'Senate']",[],['morning']
1101163462557,2002-03-25,"['Anton LaVey', 'Bible', 'Harry', 'Harry Potter', 'Jesus', 'John', 'Melissa Browning', 'Tabitha Sanders']","['Alderwood', 'United Kingdom', 'United States']","['Chamber', 'Hilltop Church', 'Hogwarts School of Magic and Wizardry', 'Webmaster Copyright Hawk Press Inc.', 'wizardry']",['$ 480 million'],['night']
1101163462791,2002-03-25,"['Doc Hastings', 'Jamie Smart', 'Steve Ayre']","['Bagdad', 'District', 'Finley', 'Germany', 'Iraq', 'Jordan', 'Kuwait City', 'Middle East', 'Ramstein', 'U.S.']","['Combined Joint Task Force', 'U.S. Air Force Academy', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163462307,2002-03-25,"['Busby', 'Laura Rangel', 'Melissa Browning']",['MABTON'],"['Focus High School Principal Stephen Busby', 'Webmaster Copyright Hawk Press Inc.']",[],['5 p.m. last Friday afternoon']
1101243160715,2003-03-25,['Rex Luthor'],"['Alderwood', 'China Grove', 'East Lincoln Avenue', 'South 13th Street South', 'South First Street', 'South Sixth Street']","['City Council', 'Council', 'Hawk Press Inc.']","['$ 415,747']",['night']
1101163477635,2004-03-25,"['Adair', 'Adam Chavez', 'Adam J. Venecia', 'Angie Alaniz', 'Anita Maas', 'Barbara Johnson', 'Cheryl Newhouse', 'Danica', 'Dean Maas', 'Debra Cloud', 'Denise', 'Denise Marley', 'Donna', 'Dorothy Mae Bunting', 'Doyle Kelley', 'Earl', 'Edith Gimlin', 'Edith Marie Kelly', 'Enrique', 'Everett Ray', 'Francisco', 'G MARIO G. CHAVEZ Mario G. Chavez', 'G MARIO G. CHAVEZ Mario G. Chavez, 45', 'Gladys Irena', 'Greg Maas', 'HAROLD R. KELLY Harold R. Kelly', 'HAROLD R. KELLY Harold R. Kelly, 74', 'Harold', 'Harold L. Johnson', 'Harold Leighton Johnson', 'Harold Raymond Kelly Jr.', 'Hattie', 'JEANNETTE HUETSON Jeannette', 'Janelle Venecia', 'Jason Maas', 'Jay Kelly', 'Jean', 'Jesselle Venecia', 'Jill', 'Kevin Maas', 'Leola Milburn', 'Lidia', 'Margarita', 'Maria ( Gutierrez ) Chavez', 'Maria Del Jesus', 'Maria Elena', 'Maria Gutierrez Barajas', 'Mariaisabel Chavez', 'Marian Huetson, 86', 'Mario', 'Mario Chavez Jr', 'Martha', 'Michael Anthony Chavez', 'Michael Huetson', 'Pamela Miller', 'Paul Nieswonger', 'Ramiro', 'Ramiro Chavez', 'Robert Kelley', 'Samuel', 'Santa Maria', 'Sky', 'Stan', 'Tom', 'Virginia N. Verhulp', 'Wayne Kelley', 'Will']","['Alderwood', 'Anacortes', 'Arizona', 'Arvada', 'CA', 'Calif.', 'Chelan', 'Colo.', 'Decatur', 'Glenwood', 'Grandview', 'Iowa', 'Israel', 'Kellerton', 'Leon', 'Lower Valley', 'Mabton', 'Marysville', 'Memorial Gardens', 'Mexico', 'North Hollywood', 'Ore.', 'Prosser', 'Rayetta Browne', 'Roberto', 'South Emerald Road', 'Spokane', 'Springfield', 'Washington', 'Wells Funeral Home', 'Yakima', 'Yakima Valley', 'Zillah']","['Benton Rural Electric', 'Ellensburg Beauty School', 'Green Valley Women�s Club', 'High School', 'International Myeloma Foundation', 'Prosser Eagles', 'Riverside', 'St. Regis Paper Co.', 'Veterans', 'Webmaster Copyright Hawk Press Inc.', 'Wendell Phillips School', 'Yakima Memorial Hospital']",[],"['1 : 30 p.m.', '1 p.m.', '10 a.m.', '11 a.m.', '5 p.m.', '8 p.m.', '9 a.m.']"
1101243160965,2004-03-25,"['Jan�a Holmquist', 'John Rothlin', 'Thurston']","['Moses Lake', 'Olympia', 'Spokane', 'State', 'Thurston County', 'Washington', 'Whatcom', 'Yakima']","['Hawk Press Inc.', 'House Bill', 'House Republican Media Services']",[],[]
1101163477338,2004-03-25,['Dennis Birr'],['Alderwood'],"['AHS', 'Harrison Middle School', 'High School', 'Webmaster Copyright Hawk Press Inc.']",[],"['11 : 30 a.m.', '3 p.m.', '7 : 30 p.m.', '8 p.m.', '9 : 30 a.m.']"
1101163461322,2002-03-26,"['Carla Filippelli', 'Elia Kazan', 'Ernest Hemingway', ""Georgia O'Keefe"", 'Great Hall', 'Jackie Abrams', 'Jill Nordfors Clark', 'Larry Metcallf', 'Lee Blvd.', 'Leon Russell', 'Linda Linneweh', 'Sally Metcalf', 'Susan Stamberg']","['Alderwood', 'Bayou', 'Howard Amon Park', 'Pacific Northwest', 'RICHLAND', 'Town Hall', 'Valley', 'Western Washington', 'Woodinville', 'Woodinville Wine Country', 'Yakima']","['C.A. Michel', 'National Public Radio', 'Northwest', ""Richland's Allied Arts Association Gallery"", 'Webmaster Copyright Hawk Press Inc.', 'Yakima Valley Museum']","['$ 16', '$ 25', '$ 6']","['11 a.m.', '3 p.m.', '5 p.m.', '7 : 30 p.m.']"
1101163462072,2002-03-26,"['Everett', 'Jimmy Wells']","['Alderwood', 'All-State']","['High School', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101163461572,2002-03-26,"['Auguste', 'Henry Trevino', 'Joyce Johnson', 'Melissa Browning', 'Waggoner']","['Alderwood', 'America', 'Eschbach Park', 'Iowa', 'Lower Valley', 'Portland', 'Waldo', 'Yakima']","['Career', 'Church', 'Community', 'Expo Center', 'FCCLA', 'Fire Department', 'Grandview High School Family', 'Webmaster Copyright Hawk Press Inc.', 'Yakima Valley Community College']",['$ 65'],[]
1101163460854,2002-03-26,['Pastor Mike Henry'],"['Alderwood', 'Iglesia Evangelica']","['Christian Reformed Church', 'Church Briefs', 'First Baptist Church', 'Free Methodist Church', 'High School', 'Martin School of Dance', 'Webmaster Copyright Hawk Press Inc.']",[],"['6 : 30 a.m.', '6 p.m.']"
1101243160247,2003-03-26,"['Democrat Patty Murray', 'Ellie Olmsen', 'George Bush', 'George Nethercutt', 'LBJ', 'Reed Davis']","['Alderwood', 'Maple Valley']","['Congress', 'County Republican Party', 'GOP', 'Hawk Press Inc.', 'Republican Club', 'Seattle Pacific University', 'senators']",[],['This morning']
1101243160465,2003-03-26,"['Jesus', 'Pastor Katie Haney']","['Alderwood', 'Lent']","['Hawk Press Inc.', 'Presbyterian Church']",[],[]
1101163461838,2004-03-26,"['Aaron Bones', 'Denchel', 'Ford Taurus', 'Fred Kilian', 'John Panni', 'MSDR Director Lee Campos']","['Alderwood', 'FM', 'Lynnwood', 'Yakima']","['Business Dave Plesha', 'Harris Ford Inc.', 'Office', 'School Board', 'School District', 'Tom Denchel Ford', 'Webmaster Copyright Hawk Press Inc.']","['$ 11,753', '$ 13,429', '$ 13,773', '$ 14,212', '$ 20,195']",['last night']
1101163461088,2004-03-26,"['Andrea M. Gonzales', 'Andrea M. Gonzales, 21', 'Chrysler New Yorker', 'Gary Locke', 'Jenea Holmquist', 'OLYMPIA']","['Alderwood', 'Moses Lake', 'Washington', 'Yakima County']","['Community Hospital', 'DUI', 'Merit Resource Services', 'Webmaster Copyright Hawk Press Inc.']","['$ 1,000']",['10 : 30 a.m.']
1101163460588,2002-03-29,[],"['Alderwood', 'Washington']","['Chief Kamiakin Elementary School', 'Harrison Middle School', 'High School', 'Outlook Elementary School', 'PRIDE High School', 'Pioneer Elementary School', 'School Board', 'School District', 'Washington Elementary School', 'Webmaster Copyright Hawk Press Inc.']",[],[]
1101243140168,2003-03-29,"['David Conradt', 'Ildia Jackson', 'Jamie Smart']","['Alderwood', 'MABTON', 'State']","['County Water Conservation Board', 'Hawk Press Inc.', 'Mabton City Council', 'U.S. Department of Agriculture']","['$ 1.2 million', '$ 3,600']",[]
1101243160012,2004-03-29,"['Alice Carlson', 'Alice Waddle', 'Anna', 'Bill Swails', 'Carol', 'Cathy Shaw', 'Clurie Albert Strong', 'Donna Charvet', 'EUGENE PATRICK CHARVET JR', 'Edna', 'Ernest Charvet', 'Eugene Patrick Charvet Jr.', 'Eugene Patrick Charvet Jr., 75', 'Frank', 'George Waddle', 'Hattie McAppen', 'James Lee Swails', 'Jerry', 'JoAnn Pierce', 'Jose Antonio Munoz Jr.', 'Josie Healy', 'Knights', 'Lacey', 'Laura', 'Leonard', 'Leonard Shaw', 'Martin', 'Mary', 'Mass. Eugene', 'Myrtie', 'Myrtie Virginia Shaw', 'Myrtie Virginia Shaw, 70', 'Patricia Shaw', 'R. H. Jones', 'Richard', 'Robert Michael Swails', 'Rosella', 'Steven Bueno', 'Tom Healy', 'Tommy', 'Willard Strong']","['Alderwood', 'Calif.', 'Celina', 'County', 'Fort Ord', 'Grandview', 'Indiana', 'Jones Funeral Home', 'Kent', 'Kentucky', 'Lafayette', 'Los Alamos', 'Lower Valley', 'Mabton', 'Mass', 'Memorial Gardens', 'New Mexico', 'Olympia', 'Ore.', 'Philadelphia', 'Portland', 'Tenn.', 'Tennessee', 'Tieton', 'WA', 'Yakima']","['Blessed Sacrament Catholic Church', 'Brisco School', 'CCD', 'Divine Office', 'Fourth Degree Honor Guard', 'Fourth Degree Knights', 'Hawk Press Inc.', 'O�Day High School', 'Religious Education Council', 'Sacred Heart School', 'Seminary Fund', 'St. Martin�s College', 'Top Side Canning Company', 'U.S. Army', 'Yakima Regional Hospital']",[],"['10 a.m.', '11 a.m.', '2 p.m.', '6 p.m.', '7 p.m.', '8 p.m.', '9 a.m.']"
1101163592729,2002-03-03,"['Cheryl Engel', 'Fidel Partida', 'Linda L. Williams', 'Marielle Abbott']",['Alderwood'],"['Chief Kamiakin Elementary School', 'Forum', 'Harrison Middle School', 'Outlook Elementary School', 'School District', 'Webmaster Copyright Hawk Press Inc.', 'YES']",[],[]
1101163590416,2002-03-03,"['Anita Palacios', 'Chevy', 'Dan', 'Dave Charvet', 'Harriet Alexander', 'Jim Sewell', 'Mike Bren', 'dispatcher Sue Poteet']","['GRANDVIEW', 'West Concord Avenues', 'Wine Country Road', 'Yakima County']","['City', 'Council', 'Grandview City Council Briefs', 'Grandview Police Department', 'Washington State Growth Management Division', 'Webmaster Copyright Hawk Press Inc.']",[],['night']
1101163594760,2002-03-03,"['Joshua Davey', 'Melissa Browning']","['Kirkland', 'Washington']","['Northwest College', 'Webmaster Copyright Hawk Press Inc.']","['$ 1,125']",[]
1101163594994,2004-03-03,"['Crispina', 'Fred', 'Joel', 'Julio', 'Lorenna', 'Lucio', 'Luis', 'Lupe Loera', 'Maria Ramirez', 'Martha Barrios', 'Mendoza', 'OBITUARY LUCIO C. Martinez Lucio �Julio� C. Martinez', 'OBITUARY LUCIO C. Martinez Lucio �Julio� C. Martinez, 47']","['Alderwood', 'Ariz.', 'El Paso', 'Granger', 'Lower Valley', 'Memorial Gardens', 'Mexico', 'Phoenix', 'Renton', 'Texas', 'Valley', 'Wells Funeral Home', 'Yakima', 'Yakima Valley']","['Seattle Mariners', 'St. Joseph Catholic Church', 'Union Gap', 'University of Washington Huskies', 'Webmaster Copyright Hawk Press Inc.']",[],"['10 a.m.', '6 p.m.', '8 p.m.']"
1101163445197,2002-03-30,"['Ashley Lara', 'Brandan', 'Brandon', 'Ellie Olmsen', 'Jessica Castaneda', 'Sarah Trevino', 'Tenn. Krista']","['America', 'GRANDVIEW', 'Nashville']","['Grandview High School', 'Webmaster Copyright Hawk Press Inc.']",[],[]
